satz_0240|Der Eiszapfen am Dachvorsprung wird immer länger.|Der Eiszapfen am Dachvorsprung wird immer länger.
satz_0241|Die Brezeln beim Bäcker sind heute besonders knusprig.|Die Brezeln beim Bäcker sind heute besonders knusprig.
satz_0242|Im Naturschutzgebiet darf man die Wege nicht verlassen.|Im Naturschutzgebiet darf man die Wege nicht verlassen.
satz_0243|Opa hat den Zaun mit einem neuen Anstrich versehen.|Opa hat den Zaun mit einem neuen Anstrich versehen.
satz_0244|Die Turmuhr schlägt gerade zwölf Mal.|Die Turmuhr schlägt gerade zwölf Mal.
satz_0245|Im Advent stellen wir einen Kranz mit 4 Kerzen auf.|Im Advent stellen wir einen Kranz mit vier Kerzen auf.
satz_0246|Der Marktbrunnen plätschert leise vor sich hin.|Der Marktbrunnen plätschert leise vor sich hin.
satz_0247|Die Sternschnuppen sind in klaren Augustnächten gut sichtbar.|Die Sternschnuppen sind in klaren Augustnächten gut sichtbar.
satz_0248|Bitte tragen Sie festes Schuhwerk auf der Wanderung.|Bitte tragen Sie festes Schuhwerk auf der Wanderung.
satz_0249|Der Teig muss mindestens 1 Stunde lang ruhen.|Der Teig muss mindestens eine Stunde lang ruhen.
satz_0250|Die Laterne am Gartentor verbreitet ein warmes Licht.|Die Laterne am Gartentor verbreitet ein warmes Licht.
